newspaper,ˈnjuːzpeɪpə,,meanings,examples
flit,flɪt,Middle English (in the Scots and northern English sense): from Old Norse flytja ; related to fleet4.,meanings,examples
telling,ˈtɛlɪŋ,,meanings,examples
tell,tɛl,"Old English tellan  ‘relate, count, estimate’, of Germanic origin; related to German zählen ‘reckon, count’, erzählen ‘recount, relate’, also to tale.",meanings,examples
hang,haŋ,"Old English hangian (intransitive verb), of West Germanic origin, related to Dutch and German hangen, reinforced by the Old Norse transitive verb hanga .",meanings,examples
vengeance,ˈvɛn(d)ʒ(ə)ns,"Middle English: from Old French, from venger, vengier ‘avenge’, from Latin vindicare ‘vindicate’.",meanings,examples
gleam,ɡliːm,"Old English glǣm  ‘brilliant light’, of Germanic origin.",meanings,examples
role,rəʊl,"early 17th century: from French rôle, from obsolete French roule ‘roll’, referring originally to the roll of paper on which the actor's part was written.",meanings,examples
clamp,klamp,Middle English: probably of Dutch or Low German origin and related to clam.,meanings,examples
upholstery,ʌpˈhəʊlst(ə)ri,,meanings,examples
eject,ɪˈdʒɛkt,"late Middle English: from Latin eject- ‘thrown out’, from the verb eicere, from e- (variant of ex- ) ‘out’ + jacere ‘to throw’.",meanings,examples
cliff,klɪf,"Old English clif, of Germanic origin; related to Dutch klif .",meanings,examples
fearless,ˈfɪəlɪs,,meanings,examples
roll,rəʊl,"Middle English: from Old French rolle (noun), roller (verb), from Latin rotulus ‘a roll’, variant of rotula ‘little wheel’, diminutive of rota .",meanings,examples
sidle,ˈsʌɪd(ə)l,late 17th century: back-formation from sideling (see sidelong).,meanings,examples
turn,təːn,"Old English tyrnan, turnian (verb), from Latin tornare, from tornus ‘lathe’, from Greek tornos ‘lathe, circular movement’; probably reinforced in Middle English by Old French turner . The noun (Middle English) is partly from Anglo-Norman French tourn, partly from the verb.",meanings,examples
gold,ɡəʊld,"Old English, of Germanic origin; related to Dutch goud and German Gold, from an Indo-European root shared by yellow.",meanings,examples
result,rɪˈzʌlt,"late Middle English (as a verb): from medieval Latin resultare ‘to result’, earlier in the sense ‘spring back’, from re- (expressing intensive force) + saltare (frequentative of salire ‘to jump’). The noun dates from the early 17th century.",meanings,examples
opposition,ɒpəˈzɪʃ(ə)n,"late Middle English: from Latin oppositio(n- ), from opponere ‘set against’.",meanings,examples
pier,pɪə,"Middle English: from medieval Latin pera, of unknown origin.",meanings,examples
same,seɪm,"Middle English: from Old Norse sami, from an Indo-European root shared by Sanskrit sama, Greek homos .",meanings,examples
Sami,ˈsɑːmi,"Lappish, of unknown origin.",meanings,examples
matchbox,ˈmatʃbɒks,,meanings,examples
selfish,ˈsɛlfɪʃ,,meanings,examples
commission,kəˈmɪʃ(ə)n,"Middle English: via Old French from Latin commissio(n- ), from committere ‘entrust’ (see commit).",meanings,examples
after,ˈɑːftə,"Old English æfter, of Germanic origin; related to Dutch achter .",meanings,examples
"shouldn't",ˈʃʊd(ə)nt,,meanings,examples
rational,ˈraʃ(ə)n(ə)l,"late Middle English (in the sense ‘having the ability to reason’): from Latin rationalis, from ratio(n- ) ‘reckoning, reason’ (see ratio).",meanings,examples
hand,hand,"Old English hand, hond, of Germanic origin; related to Dutch hand and German Hand .",meanings,examples
barricade,ˌbarɪˈkeɪd,"late 16th century: from French, from barrique ‘cask’, from Spanish barrica ; related to barrel (barrels often being used to build barricades).",meanings,examples
resume,rɪˈzjuːm,"late Middle English: from Old French resumer or Latin resumere, from re- ‘back’ + sumere ‘take’.",meanings,examples
résumé,ˈrɛzjʊmeɪ,"early 19th century: French, literally ‘resumed’, past participle (used as a noun) of résumer .",meanings,examples
a,ə,Middle English: weak form of Old English ān  ‘one’.,meanings,examples
a,,,meanings,examples
a-,ə,from Greek.,meanings,examples
-a,ə,"representing a Greek, Latin, or Romance feminine singular.",meanings,examples
a-,ə,"Old English, unstressed form of on.",meanings,examples
-a,ə,,meanings,examples
a-,ə,,meanings,examples
-a,ə,representing a casual pronunciation.,meanings,examples
a-,ə,"sense 1 is an unstressed form of of; sense 2 is from Anglo-Norman French a- (Old French e-, es- ), from Latin ex .",meanings,examples
A,eɪ,,meanings,examples
A,eɪ,,meanings,examples
ampere,ˈampɛː,"late 19th century: named after A-M Ampere (see Ampère, André-Marie).",meanings,examples
angstrom,ˈaŋstrəm,"late 19th century: named after A. J. Ångström (see Ångström, Anders Jonas).",meanings,examples
order,ˈɔːdə,"Middle English: from Old French ordre, from Latin ordo, ordin- ‘row, series, rank’.",meanings,examples
salt,sɔːlt,"Old English sealt (noun), sealtan (verb), of Germanic origin; related to Dutch zout and German Salz (nouns), from an Indo-European root shared by Latin sal, Greek hals ‘salt’.",meanings,examples
SALT,sɔːlt,,meanings,examples
posture,ˈpɒstʃə,"late 16th century (denoting the relative position of one thing to another): from French, from Italian postura, from Latin positura ‘position’, from posit- ‘placed’, from the verb ponere .",meanings,examples
laden,ˈleɪd(ə)n,late 16th century: past participle of lade1.,meanings,examples
lade,leɪd,"Old English hladan, of West Germanic origin; related to Dutch and German laden ‘to load’, also to ladle and perhaps to lathe.",meanings,examples
sombre,ˈsɒmbə,"mid 18th century: from French, based on Latin sub ‘under’ + umbra ‘shade’.",meanings,examples
weeping,ˈwiːpɪŋ,,meanings,examples
weep,wiːp,"Old English wēpan (verb), of Germanic origin, probably imitative.",meanings,examples
eat,iːt,"Old English etan, of Germanic origin; related to Dutch eten and German essen, from an Indo-European root shared by Latin edere and Greek edein .",meanings,examples
blood,blʌd,"Old English blōd, of Germanic origin; related to German Blut and Dutch bloed .",meanings,examples
Blood,blʌd,,meanings,examples
gripping,ˈɡrɪpɪŋ,,meanings,examples
grip,ɡrɪp,"Old English grippa (verb), gripe ‘grasp, clutch’ (noun), gripa ‘handful, sheath’; related to gripe.",meanings,examples
the,ðə,"Old English se, sēo, thæt, ultimately superseded by forms from Northumbrian and North Mercian thē, of Germanic origin; related to Dutch de, dat, and German der, die, das .",meanings,examples
straight,streɪt,Middle English (as an adjective and adverb): archaic past participle of stretch.,meanings,examples
halt,hɔːlt,"late 16th century: originally in the phrase make halt, from German haltmachen, from halten ‘to hold’.",meanings,examples
halt,hɔːlt,"Old English healtian (verb), halt, healt (adjective), of Germanic origin.",meanings,examples
enter,ˈɛntə,"Middle English: from Old French entrer, from Latin intrare, from intra ‘within’.",meanings,examples
sale,seɪl,"late Old English sala, from Old Norse sala, of Germanic origin; related to sell.",meanings,examples
throb,θrɒb,late Middle English: probably imitative.,meanings,examples
motion,ˈməʊʃ(ə)n,"late Middle English: via Old French from Latin motio(n- ), from movere ‘to move’.",meanings,examples
reader,ˈriːdə,"Old English rǣdere  ‘interpreter of dreams, reader’.",meanings,examples
exciting,ɪkˈsʌɪtɪŋ,,meanings,examples
excite,ɪkˈsʌɪt,"Middle English (in the sense ‘incite someone to do something’): from Old French exciter or Latin excitare, frequentative of exciere ‘call out or forth’. excite (sense 1) dates from the mid 19th century.",meanings,examples
bubbling,ˈbʌb(ə)lɪŋ,,meanings,examples
bubble,ˈbʌb(ə)l,"Middle English: partly imitative, partly an alteration of burble.",meanings,examples
sunset,ˈsʌnsɛt,,meanings,examples
obvious,ˈɒbvɪəs,late 16th century (in the sense ‘frequently encountered’): from Latin obvius (from the phrase ob viam ‘in the way’) + -ous.,meanings,examples
regain,rɪˈɡeɪn,"mid 16th century: from French regagner (see re-, gain).",meanings,examples
information,ɪnfəˈmeɪʃ(ə)n,"late Middle English (also in the sense ‘formation of the mind, teaching’), via Old French from Latin informatio(n- ), from the verb informare (see inform).",meanings,examples
dogged,ˈdɒɡɪd,,meanings,examples
dog,dɒɡ,"Old English docga, of unknown origin.",meanings,examples
reel,riːl,"Old English hrēol, denoting a rotatory device on which spun thread is wound; of unknown origin.",meanings,examples
strain,streɪn,"Middle English (as a verb): from Old French estreindre, from Latin stringere ‘draw tight’. Current senses of the noun arose in the mid 16th century.",meanings,examples
reopen,riːˈəʊp(ə)n,,meanings,examples
spout,spaʊt,"Middle English (as a verb): from Middle Dutch spouten, from an imitative base shared by Old Norse spýta ‘to spit’.",meanings,examples
resolve,rɪˈzɒlv,"late Middle English (in the senses ‘dissolve, disintegrate’ and ‘solve (a problem)’): from Latin resolvere, from re- (expressing intensive force) + solvere ‘loosen’.",meanings,examples
shoal,ʃəʊl,late 16th century: probably from Middle Dutch schōle ‘troop’. Compare with school2.,meanings,examples
shoal,ʃəʊl,"Old English sceald (adjective), of Germanic origin; related to shallow.",meanings,examples
sufferer,ˈsʌf(ə)rə,,meanings,examples
earthy,ˈəːθi,,meanings,examples
slur,sləː,"Middle English: originally as noun in sense ‘thin, fluid mud’, later as verb meaning ‘smear, smirch’, ‘disparage (a person)’, ‘gloss over (a fault)’.",meanings,examples
good,ɡʊd,"Old English gōd, of Germanic origin; related to Dutch goed and German gut .",meanings,examples
goods,ɡʊdz,,meanings,examples
faithful,ˈfeɪθfʊl,,meanings,examples
empty,ˈɛm(p)ti,"Old English ǣmtig, ǣmetig  ‘at leisure, empty’, from ǣmetta  ‘leisure’, perhaps from ā  ‘no, not’ + mōt ‘meeting’ (see moot).",meanings,examples
grizzled,ˈɡrɪz(ə)ld,late Middle English: from the adjective grizzle1 + -ed1.,meanings,examples
grizzle,ˈɡrɪz(ə)l,"mid 18th century (in the sense ‘show the teeth, grin’): of unknown origin.",meanings,examples
gong,ɡɒŋ,"early 17th century: from Malay gong, gung, of imitative origin.",meanings,examples
skeleton,ˈskɛlɪt(ə)n,"late 16th century: modern Latin, from Greek, neuter of skeletos ‘dried up’, from skellein ‘dry up’.",meanings,examples
tie,tʌɪ,"Old English tīgan (verb), tēah (noun), of Germanic origin.",meanings,examples
pig,pɪɡ,"Middle English: probably from the first element of Old English picbrēd  ‘acorn’, literally ‘pig bread’ (i.e. food for pigs).",meanings,examples
suffer,ˈsʌfə,"Middle English: from Anglo-Norman French suffrir, from Latin sufferre, from sub- ‘from below’ + ferre ‘to bear’.",meanings,examples
TIL,,,meanings,examples
tin,tɪn,"Old English, of Germanic origin; related to Dutch tin and German Zinn .",meanings,examples
flare,flɛː,"mid 16th century (in the sense ‘spread out one's hair’): of unknown origin. Current senses date from the 17th century.",meanings,examples
myriad,ˈmɪrɪəd,"mid 16th century (in myriad (sense 2 of the noun)): via late Latin from Greek murias, muriad-, from murioi ‘10,000’.",meanings,examples
besides,bɪˈsʌɪdz,,meanings,examples
copy,ˈkɒpi,"Middle English (denoting a transcript or copy of a document): from Old French copie (noun), copier (verb), from Latin copia ‘abundance’ (in medieval Latin ‘transcript’, from such phrases as copiam describendi facere ‘give permission to transcribe’).",meanings,examples
serious,ˈsɪərɪəs,"late Middle English: from Old French serieux or late Latin seriosus, from Latin serius ‘earnest, serious’.",meanings,examples
tip,tɪp,"late Middle English: from Old Norse typpi (noun), typpa (verb), typptr ‘tipped’; related to top1.",meanings,examples
tip,tɪp,"late Middle English: perhaps of Scandinavian origin, influenced later by tip1 in the sense ‘touch with a tip or point’. Current senses of the noun date from the mid 19th century.",meanings,examples
tip,tɪp,"early 17th century (in the sense ‘give, hand, pass’): probably from tip1.",meanings,examples
laugh,lɑːf,"Old English hlæhhan, hliehhan, of Germanic origin; related to Dutch and German lachen, also to laughter.",meanings,examples
owe,əʊ,"Old English āgan  ‘own, have it as an obligation’, of Germanic origin; from an Indo-European root shared by Sanskrit īs ‘possess, own’. Compare with ought1.",meanings,examples
cinder,ˈsɪndə,"Old English sinder  ‘slag’, of Germanic origin; related to German Sinter . The similar but unconnected French cendre (from Latin cinis ‘ashes’) has influenced both the sense development and the spelling. Compare with sinter.",meanings,examples
suspect,,"Middle English (originally as an adjective): from Latin suspectus ‘mistrusted’, past participle of suspicere, from sub- ‘from below’ + specere ‘to look’.",meanings,examples
quicken,ˈkwɪk(ə)n,,meanings,examples
unchecked,ʌnˈtʃɛkt,,meanings,examples
uncheck,ʌnˈtʃɛk,,meanings,examples
abate,əˈbeɪt,"Middle English (in the legal sense): from Old French abatre ‘to fell’, from a- (from Latin ad ‘to, at’) + batre ‘to beat’ (from Latin battere, battuere ‘to beat’).",meanings,examples
disguised,dɪsˈɡʌɪzd,,meanings,examples
disguise,dɪsˈɡʌɪz,"Middle English (meaning ‘change one's usual style of dress’, with no implication of concealing one's identity): from Old French desguisier .",meanings,examples
gone,ɡɒn,,meanings,examples
go,ɡəʊ,"Old English gān, of Germanic origin; related to Dutch gaan and German gehen ; the form went was originally the past tense of wend.",meanings,examples
sane,seɪn,early 17th century: from Latin sanus ‘healthy’.,meanings,examples
sand,sand,"Old English, of Germanic origin; related to Dutch zand and German Sand .",meanings,examples
frustrate,,"late Middle English: from Latin frustrat- ‘disappointed’, from the verb frustrare, from frustra ‘in vain’.",meanings,examples
walk,wɔːk,"Old English wealcan  ‘roll, toss’, also ‘wander’, of Germanic origin. The sense ‘move about’, and specifically ‘go about on foot’, arose in Middle English.",meanings,examples
sing,sɪŋ,"Old English singan (verb), of Germanic origin; related to Dutch zingen and German singen .",meanings,examples
owe,əʊ,"Old English āgan  ‘own, have it as an obligation’, of Germanic origin; from an Indo-European root shared by Sanskrit īs ‘possess, own’. Compare with ought1.",meanings,examples
aside,əˈsʌɪd,"Middle English (originally on side ): see a2, side.",meanings,examples
A-side,,,meanings,examples
forethought,ˈfɔːθɔːt,,meanings,examples
projecting,prəˈdʒɛktɪŋ,,meanings,examples
project,,"late Middle English (in the sense ‘preliminary design, tabulated statement’): from Latin projectum ‘something prominent’, neuter past participle of proicere ‘throw forth’, from pro- ‘forth’ + jacere ‘to throw’. Early senses of the verb were ‘plan’ and ‘cause to move forward’.",meanings,examples
sink,sɪŋk,"Old English sincan, of Germanic origin; related to Dutch zinken and German sinken .",meanings,examples
reopen,riːˈəʊp(ə)n,,meanings,examples
ascend,əˈsɛnd,"late Middle English: from Latin ascendere, from ad- ‘to’ + scandere ‘to climb’.",meanings,examples
blotted,ˈblɒtɪd,,meanings,examples
blot,blɒt,late Middle English: probably of Scandinavian origin and related to Old Norse blettr .,meanings,examples
harm,hɑːm,"Old English hearm (noun), hearmian (verb), of Germanic origin; related to German Harm and Old Norse harmr ‘grief, sorrow’.",meanings,examples
disturbed,dɪˈstəːbd,,meanings,examples
disturb,dɪˈstəːb,"Middle English: from Old French destourber, from Latin disturbare, from dis- ‘utterly’ + turbare ‘disturb’ (from turba ‘tumult’).",meanings,examples
raging,ˈreɪdʒɪŋ,,meanings,examples
rage,reɪdʒ,"Middle English (also in the sense ‘madness’): from Old French rage (noun), rager (verb), from a variant of Latin rabies (see rabies).",meanings,examples
inmate,ˈɪnmeɪt,"late 16th century (denoting a person who shared a house, specifically a lodger or subtenant): probably originally from inn + mate1, later associated with in.",meanings,examples
displeased,dɪsˈpliːzd,,meanings,examples
displease,dɪsˈpliːz,"late Middle English: from Old French desplaisir, from des- (expressing reversal) + plaisir ‘to please’, from Latin placere .",meanings,examples
rope,rəʊp,"Old English rāp, of Germanic origin; related to Dutch reep and German Reif .",meanings,examples
provided,prəˈvʌɪdɪd,,meanings,examples
provide,prəˈvʌɪd,"late Middle English (also in the sense ‘prepare to do, get ready’): from Latin providere ‘foresee, attend to’, from pro- ‘before’ + videre ‘to see’.",meanings,examples
clinging,ˈklɪŋɪŋ,,meanings,examples
cling,klɪŋ,"Old English clingan  ‘stick together’, of Germanic origin; related to Middle Dutch klingen ‘adhere’, Middle High German klingen ‘climb’, also to clench.",meanings,examples
abstracted,əbˈstraktɪd,,meanings,examples
abstract,,"Middle English: from Latin abstractus, literally ‘drawn away’, past participle of abstrahere, from ab- ‘from’ + trahere ‘draw off’.",meanings,examples
werewolf,ˈwɛːwʊlf,late Old English werewulf ; the first element has usually been identified with Old English wer  ‘man’. In modern use the word has been revived through folklore studies.,meanings,examples
muster,ˈmʌstə,"late Middle English: from Old French moustrer (verb), moustre (noun), from Latin monstrare ‘to show’.",meanings,examples
ventilator,ˈvɛntɪleɪtə,,meanings,examples
motive,ˈməʊtɪv,"late Middle English: from Old French motif (adjective used as a noun), from late Latin motivus, from movere ‘to move’.",meanings,examples
root,ruːt,"late Old English rōt, from Old Norse rót ; related to Latin radix, also to wort.",meanings,examples
root,ruːt,"Old English wrōtan, of Germanic origin; related to Old English wrōt ‘snout’, German Rüssel ‘snout’, and perhaps ultimately to Latin rodere ‘gnaw’.",meanings,examples
projection,prəˈdʒɛkʃ(ə)n,"mid 16th century (in projection (sense 6)): from Latin projectio(n- ), from proicere ‘throw forth’ (see project).",meanings,examples
hard,hɑːd,"Old English hard, heard, of Germanic origin; related to Dutch hard and German hart .",meanings,examples
multiply,ˈmʌltɪplʌɪ,"Middle English: from Old French multiplier, from Latin multiplicare .",meanings,examples
multiply,ˈmʌltɪpli,,meanings,examples
fluffy,ˈflʌfi,,meanings,examples
deprive,dɪˈprʌɪv,"Middle English (in the sense ‘depose from office’): from Old French depriver, from medieval Latin deprivare, from de- ‘away, completely’ + privare (see private).",meanings,examples
roof,ruːf,"Old English hrōf, of Germanic origin; related to Old Norse hróf ‘boat shed’, Dutch roef ‘deckhouse’. English alone has the general sense ‘covering of a house’; other Germanic languages use forms related to thatch .",meanings,examples
umbrella,ʌmˈbrɛlə,"early 17th century: from Italian ombrella, diminutive of ombra ‘shade’, from Latin umbra (see umbra).",meanings,examples
quarter,ˈk(w)ɔːtə,"Middle English: from Old French quartier, from Latin quartarius ‘fourth part of a measure’, from quartus ‘fourth’, from quattuor ‘four’.",meanings,examples
room,ruːm,"Old English rūm, of Germanic origin; related to Dutch ruim, German Raum .",meanings,examples
better,ˈbɛtə,"Old English betera (adjective), of Germanic origin; related to Dutch beter and German besser, also to best.",meanings,examples
better,ˈbɛtə,,meanings,examples
bettor,ˈbɛtə,,meanings,examples
good,ɡʊd,"Old English gōd, of Germanic origin; related to Dutch goed and German gut .",meanings,examples
well,wɛl,"Old English wel(l), of Germanic origin; related to Dutch wel and German wohl ; probably also to the verb will1. Vowel lengthening in Middle English gave rise to the current Scots form weel.",meanings,examples
haggard,ˈhaɡəd,mid 16th century (used in falconry): from French hagard ; perhaps related to hedge; later influenced by hag1.,meanings,examples
puncture,ˈpʌŋ(k)tʃə,"late Middle English: from Latin punctura, from punct- ‘pricked’, from the verb pungere . The verb dates from the late 17th century.",meanings,examples
poignant,ˈpɔɪnjənt,"late Middle English: from Old French, literally ‘pricking’, present participle of poindre, from Latin pungere ‘to prick’.",meanings,examples
permit,,"late Middle English (originally in the sense ‘commit, hand over’): from Latin permittere, from per- ‘through’ + mittere ‘send, let go’.",meanings,examples
permit,ˈpəːmɪt,alteration of Spanish palometa ‘little dove’.,meanings,examples
suitable,ˈsuːtəb(ə)l,"late 16th century: from the verb suit, on the pattern of agreeable .",meanings,examples
tweed,twiːd,"mid 19th century: originally a misreading of tweel, Scots form of twill, influenced by association with the River Tweed.",meanings,examples
taking,ˈteɪkɪŋ,,meanings,examples
take,teɪk,"late Old English tacan  ‘get (especially by force), capture’, from Old Norse taka ‘grasp, lay hold of’, of unknown ultimate origin.",meanings,examples
madman,ˈmadmən,,meanings,examples
romance,rə(ʊ)ˈmans,"Middle English: from Romance, originally denoting a composition in the vernacular as opposed to works in Latin. Early use denoted vernacular verse on the theme of chivalry; the sense ‘genre centred on romantic love’ dates from the mid 17th century.",meanings,examples
Romance,rə(ʊ)ˈmans,"Middle English (originally denoting the vernacular language of France as opposed to Latin): from Old French romanz, based on Latin Romanicus ‘Roman’.",meanings,examples
fountain,ˈfaʊntɪn,"Middle English (in fountain (sense 2 of the noun)): from Old French fontaine, from late Latin fontana, feminine of Latin fontanus, adjective from fons, font- ‘a spring’.",meanings,examples
rend,rɛnd,Old English rendan ; related to Middle Low German rende .,meanings,examples
brave,breɪv,"late 15th century: from French, from Italian bravo ‘bold’ or Spanish bravo ‘courageous, untamed, savage’, based on Latin barbarus (see barbarous).",meanings,examples
breadth,brɛdθ,"early 16th century: from obsolete brede in the same (related to broad) + -th2, on the pattern of length .",meanings,examples
voter,ˈvəʊtə,,meanings,examples
pile,pʌɪl,"late Middle English: from Old French, from Latin pila ‘pillar, pier’.",meanings,examples
pile,pʌɪl,"Old English pīl  ‘dart, arrow’, also ‘pointed stake’, of Germanic origin; related to Dutch pijl and German Pfeil, from Latin pilum ‘(heavy) javelin’.",meanings,examples
pile,pʌɪl,Middle English (in the sense ‘downy feather’): from Latin pilus ‘hair’. The current sense dates from the mid 16th century.,meanings,examples
immortal,ɪˈmɔːt(ə)l,"late Middle English: from Latin immortalis, from in- ‘not’ + mortalis (see mortal).",meanings,examples
hat,hat,"Old English hætt, of Germanic origin; related to Old Norse hǫttr ‘hood’, also to hood1.",meanings,examples
compliment,,"mid 17th century: from French compliment (noun), complimenter (verb), from Italian complimento ‘fulfilment of the requirements of courtesy’, from Latin complementum ‘completion, fulfilment’ (reflected in the earlier English spelling complement, gradually replaced by the French form between 1655 and 1715).",meanings,examples
fierce,fɪəs,"Middle English: from Old French fiers ‘fierce, brave, proud’, from Latin ferus ‘untamed’.",meanings,examples
pill,pɪl,"late Middle English: ultimately from Latin pilula ‘little ball’, diminutive of pila ; compare with Middle Dutch, Middle Low German pille .",meanings,examples
pill,pɪl,"1950s: from the noun pill denoting a small ball of fluff, extended sense of pill1.",meanings,examples
conjecture,kənˈdʒɛktʃə,"late Middle English (in the senses ‘to divine’ and ‘divination’): from Old French, or from Latin conjectura, from conicere ‘put together in thought’, from con- ‘together’ + jacere ‘throw’.",meanings,examples
discharge,,"Middle English (in the sense ‘relieve of an obligation’): from Old French descharger, from late Latin discarricare ‘unload’, from dis- (expressing reversal) + carricare ‘to load’ (see charge).",meanings,examples
